fecha,tipo,gravedad,lat,lon,comuna,victimas,fuente
2025-10-16 10:23:55,Atropello,1,6.172065,-75.577077,Belen,0,DatosAbiertos
2025-12-03 19:22:40,Caída,2,6.280984,-75.574429,Comuna 1,2,Medata
2025-10-07 15:45:53,Atropello,2,6.304144,-75.53759,Comuna 4,3,Observatorio
2025-09-27 03:30:21,Choque,2,6.225251,-75.6099,Comuna 1,1,Medata
2025-09-19 09:49:08,Choque,1,6.333045,-75.60962,Comuna 5,0,DatosAbiertos
2025-07-22 11:53:14,Volcamiento,2,6.253688,-75.590878,Comuna 2,3,Medata
2026-02-01 18:11:25,Caída,2,6.332764,-75.626455,Comuna 5,2,Medata
2025-09-14 19:48:52,Choque,1,6.327581,-75.549612,Laureles,0,DatosAbiertos
2026-03-16 13:51:27,Caída,2,6.144375,-75.567857,El Poblado,2,Medata
2025-08-20 22:07:03,Volcamiento,1,6.139099,-75.58991,Comuna 2,0,Observatorio
2026-01-16 12:02:17,Volcamiento,2,6.143711,-75.643297,Comuna 5,2,Observatorio
2026-03-30 01:40:08,Caída,1,6.145098,-75.60453,Robledo,0,Medata
2026-04-11 11:14:07,Atropello,1,6.337702,-75.595673,Comuna 1,0,DatosAbiertos
2025-07-19 01:32:15,Choque,2,6.215723,-75.618307,Laureles,3,Observatorio
2026-03-19 19:26:52,Choque,1,6.184083,-75.572925,Belen,0,Observatorio
2025-06-20 23:07:52,Volcamiento,1,6.320126,-75.541459,Comuna 3,0,Medata
2026-05-08 17:08:12,Caída,1,6.193796,-75.640486,Belen,0,Observatorio
2025-08-31 12:58:06,Choque,1,6.246212,-75.57993,Comuna 2,0,Medata
2025-08-21 19:45:36,Atropello,1,6.231735,-75.600178,Comuna 2,0,Observatorio
2026-02-11 09:39:01,Volcamiento,1,6.340329,-75.633442,Comuna 3,0,Medata
2025-06-19 20:17:18,Atropello,1,6.289877,-75.577499,Belen,0,DatosAbiertos
2025-06-05 03:03:58,Choque,1,6.268601,-75.625962,Comuna 3,0,DatosAbiertos
2025-07-25 02:56:23,Caída,2,6.321798,-75.619708,Comuna 4,1,Observatorio
2026-01-15 05:42:28,Atropello,2,6.275164,-75.578913,Comuna 4,2,Medata
2025-11-05 23:38:53,Atropello,1,6.227506,-75.594819,Comuna 1,0,Observatorio
2025-08-10 18:06:01,Choque,2,6.31571,-75.62752,Centro,1,Medata
2025-10-07 10:09:37,Caída,2,6.175813,-75.575379,Comuna 1,1,Medata
2025-11-14 03:55:59,Volcamiento,1,6.276369,-75.585507,Comuna 2,0,DatosAbiertos
2026-01-27 08:20:14,Atropello,1,6.203286,-75.595791,Laureles,0,Medata
2025-06-13 16:59:37,Choque,2,6.202081,-75.603141,Comuna 1,3,Medata
2025-11-15 19:04:58,Atropello,3,6.189868,-75.580033,Comuna 1,3,Medata
2025-11-29 02:53:26,Atropello,2,6.166432,-75.58507,Centro,2,DatosAbiertos
2025-07-06 23:28:11,Volcamiento,1,6.300675,-75.558774,Comuna 1,0,Observatorio
2025-09-22 16:13:42,Choque,1,6.191202,-75.594141,Comuna 3,0,Observatorio
2025-11-28 16:40:16,Caída,2,6.12696,-75.577116,Robledo,1,Observatorio
2025-10-14 22:37:55,Choque,1,6.277129,-75.558357,Comuna 4,0,Medata
2025-10-07 05:09:33,Caída,1,6.209777,-75.649684,Belen,0,Observatorio
2026-03-14 21:41:06,Choque,1,6.343047,-75.630172,Belen,0,Observatorio
2025-11-05 22:09:47,Volcamiento,1,6.211483,-75.565964,Comuna 1,0,Observatorio
2026-05-25 02:14:30,Caída,1,6.254311,-75.569538,Belen,0,Medata
2025-08-15 18:28:56,Caída,1,6.267149,-75.542357,Comuna 5,0,Observatorio
2025-12-15 09:39:21,Volcamiento,2,6.166386,-75.61445,Comuna 4,2,DatosAbiertos
2025-12-08 03:02:53,Volcamiento,2,6.122208,-75.644556,Robledo,1,Medata
2025-12-01 00:18:35,Caída,1,6.198869,-75.569807,Comuna 4,0,Observatorio
2025-07-21 05:27:01,Caída,3,6.279707,-75.621271,Comuna 5,3,Observatorio
2025-08-02 10:15:11,Choque,1,6.238262,-75.628781,Comuna 5,0,DatosAbiertos
2025-06-20 07:00:06,Choque,1,6.328113,-75.535748,Comuna 5,0,DatosAbiertos
2025-09-22 22:23:48,Choque,3,6.215329,-75.559084,Comuna 2,3,Medata
2025-10-30 08:39:57,Atropello,1,6.204405,-75.569647,Comuna 4,0,Medata
2026-02-27 14:12:21,Atropello,2,6.268446,-75.63486,Comuna 3,2,DatosAbiertos
2026-02-27 17:17:11,Choque,2,6.22685,-75.539651,Belen,1,Medata
2026-01-10 16:37:20,Atropello,3,6.31895,-75.598552,Centro,2,DatosAbiertos
2026-05-23 12:06:19,Volcamiento,2,6.150975,-75.549683,El Poblado,3,DatosAbiertos
2025-06-28 19:30:25,Choque,2,6.281254,-75.552239,Comuna 1,2,Medata
2026-05-28 12:40:07,Caída,2,6.214177,-75.610739,Belen,3,DatosAbiertos
2025-09-30 19:31:17,Caída,1,6.331328,-75.599717,Robledo,0,DatosAbiertos
2025-12-02 00:04:51,Choque,2,6.309106,-75.569158,El Poblado,2,DatosAbiertos
2026-05-14 18:10:02,Atropello,1,6.277389,-75.577385,El Poblado,0,Medata
2025-12-25 00:55:40,Atropello,2,6.176153,-75.5749,Laureles,3,DatosAbiertos
2026-01-03 08:48:25,Atropello,2,6.182286,-75.595059,Robledo,1,Medata
2025-12-27 10:32:13,Atropello,2,6.289481,-75.564613,Comuna 3,2,Medata
2025-09-15 18:32:40,Volcamiento,1,6.128203,-75.646655,Comuna 3,0,Observatorio
2025-07-24 20:28:00,Atropello,1,6.189565,-75.55097,Comuna 3,0,Observatorio
2026-01-04 18:30:28,Volcamiento,1,6.223652,-75.593185,Comuna 1,0,Medata
2025-09-27 11:17:00,Volcamiento,2,6.141704,-75.576845,Comuna 2,3,Observatorio
2025-08-27 04:21:31,Choque,2,6.286175,-75.626959,El Poblado,3,Medata
2026-03-01 03:57:59,Atropello,2,6.262608,-75.588801,Robledo,3,DatosAbiertos
2025-11-12 20:51:16,Volcamiento,1,6.183598,-75.632789,Laureles,0,Observatorio
2025-10-06 00:10:16,Caída,1,6.120205,-75.558487,Comuna 3,0,Medata
2025-08-11 07:54:03,Volcamiento,1,6.33179,-75.540565,Comuna 3,0,Medata
2026-02-21 14:17:13,Atropello,2,6.254513,-75.596692,Comuna 5,2,Medata
2025-11-20 07:53:54,Volcamiento,1,6.268417,-75.577413,Belen,0,Medata
2025-12-14 22:23:52,Choque,1,6.304705,-75.632932,Comuna 2,0,DatosAbiertos
2025-09-06 06:43:51,Volcamiento,2,6.199829,-75.634455,Belen,2,Medata
2025-10-07 18:49:04,Caída,1,6.153543,-75.589583,El Poblado,0,Observatorio
2025-11-20 14:39:05,Choque,1,6.248799,-75.563368,Comuna 4,0,Medata
2025-09-06 22:51:02,Volcamiento,2,6.331246,-75.541299,Robledo,3,DatosAbiertos
2026-05-06 09:44:21,Volcamiento,1,6.232893,-75.550907,Belen,0,Medata
2026-04-11 01:38:11,Volcamiento,1,6.192236,-75.624056,Laureles,0,Observatorio
2026-02-04 12:34:29,Caída,1,6.133848,-75.644788,Centro,0,Observatorio
2025-11-10 12:24:05,Volcamiento,2,6.277816,-75.641412,Robledo,1,DatosAbiertos
2026-03-07 14:50:08,Atropello,2,6.132244,-75.539033,Belen,1,Observatorio
2026-03-25 15:45:06,Caída,1,6.154771,-75.53324,Laureles,0,Observatorio
2025-12-30 21:39:00,Atropello,2,6.26112,-75.541773,Robledo,2,DatosAbiertos
2026-03-05 00:48:51,Atropello,2,6.197948,-75.578062,Comuna 5,1,Medata
2026-03-05 21:21:09,Atropello,2,6.267372,-75.573269,El Poblado,2,Observatorio
2025-07-12 04:37:01,Choque,1,6.188153,-75.629476,Comuna 4,0,DatosAbiertos
2025-09-10 08:37:57,Caída,1,6.255722,-75.534347,Laureles,0,Observatorio
2026-05-01 18:48:19,Caída,1,6.142799,-75.542666,Robledo,0,Medata
2026-02-06 10:40:52,Choque,1,6.146465,-75.596295,Centro,0,Medata
2026-03-31 17:02:18,Atropello,2,6.27469,-75.600097,Laureles,1,DatosAbiertos
2026-03-02 21:36:53,Atropello,1,6.201073,-75.540335,Robledo,0,Medata
2026-03-05 02:48:39,Caída,3,6.167107,-75.596374,Comuna 1,1,Observatorio
2025-10-07 12:49:03,Volcamiento,3,6.347607,-75.630194,Laureles,3,Observatorio
2025-08-03 18:50:29,Atropello,1,6.139067,-75.630071,Comuna 4,0,Medata
2026-04-04 16:34:55,Caída,1,6.186176,-75.544165,Robledo,0,DatosAbiertos
2026-02-04 11:10:32,Caída,1,6.145191,-75.646948,Laureles,0,Medata
2026-03-03 01:47:19,Caída,2,6.155275,-75.64293,El Poblado,1,Medata
2026-04-18 12:41:44,Volcamiento,1,6.284226,-75.644801,Comuna 1,0,DatosAbiertos
2025-06-27 12:33:46,Choque,1,6.136191,-75.618254,Centro,0,DatosAbiertos
2026-05-17 00:24:28,Choque,1,6.135192,-75.608692,Comuna 4,0,DatosAbiertos
2025-12-17 15:59:09,Atropello,1,6.127201,-75.628783,Comuna 3,0,DatosAbiertos
2026-02-19 00:47:51,Caída,1,6.251105,-75.634264,Robledo,0,Observatorio
2025-11-22 12:07:39,Atropello,3,6.273773,-75.535017,Centro,2,Medata
2026-03-25 00:09:34,Choque,1,6.339979,-75.56182,Robledo,0,DatosAbiertos
2026-03-25 02:36:28,Choque,1,6.348159,-75.57821,Robledo,0,Observatorio
2025-06-01 13:04:37,Atropello,1,6.325775,-75.629569,Comuna 1,0,DatosAbiertos
2026-05-08 18:12:43,Caída,1,6.184318,-75.581362,Comuna 4,0,Observatorio
2025-10-29 01:15:14,Choque,1,6.246632,-75.625911,Comuna 5,0,Observatorio
2025-10-10 20:57:02,Choque,1,6.298731,-75.54155,Centro,0,Observatorio
2025-06-14 11:54:27,Volcamiento,1,6.243008,-75.649188,Belen,0,Observatorio
2025-08-13 08:23:24,Caída,2,6.341879,-75.610947,Comuna 5,2,Medata
2025-09-05 19:10:25,Atropello,2,6.203368,-75.61985,Comuna 4,3,Medata
2025-12-21 22:30:12,Atropello,1,6.309904,-75.57042,Belen,0,Observatorio
2025-10-27 21:56:36,Caída,1,6.174026,-75.604821,Robledo,0,DatosAbiertos
2025-12-10 07:40:54,Volcamiento,1,6.316321,-75.566276,Comuna 1,0,Observatorio
2026-01-26 22:37:31,Caída,2,6.13314,-75.561233,Comuna 5,2,Medata
2026-01-31 11:26:10,Caída,2,6.196049,-75.588565,Laureles,2,Medata
2025-10-01 09:42:50,Atropello,1,6.209407,-75.550867,Comuna 5,0,Medata
2025-12-21 17:31:18,Caída,1,6.17772,-75.630194,Comuna 4,0,Medata
2026-03-26 12:11:46,Atropello,1,6.264006,-75.590098,Comuna 1,0,Observatorio
2026-02-21 12:37:15,Caída,1,6.214167,-75.569714,Comuna 4,0,Observatorio
2026-04-12 08:42:11,Atropello,2,6.177555,-75.641745,Centro,3,Medata
2025-10-19 07:43:42,Volcamiento,1,6.261445,-75.62767,Comuna 2,0,Observatorio
2026-03-19 23:49:00,Volcamiento,1,6.141808,-75.560254,Comuna 2,0,Observatorio
2025-07-15 07:01:12,Choque,1,6.166707,-75.551832,Comuna 5,0,Medata
2025-10-28 14:01:09,Volcamiento,1,6.324872,-75.596283,Robledo,0,Observatorio
2026-02-14 00:20:59,Volcamiento,1,6.194022,-75.54789,Laureles,0,Observatorio
2026-05-17 14:52:01,Choque,1,6.319122,-75.577194,El Poblado,0,Observatorio
2025-07-12 20:47:41,Caída,1,6.214784,-75.585013,Robledo,0,DatosAbiertos
2025-09-05 09:32:45,Caída,1,6.237149,-75.555709,Comuna 3,0,DatosAbiertos
2025-06-01 19:33:48,Caída,1,6.347345,-75.543222,Robledo,0,Medata
2026-04-30 23:28:06,Caída,1,6.127744,-75.620185,Belen,0,Medata
2026-03-19 14:02:32,Choque,2,6.306906,-75.639473,Robledo,3,DatosAbiertos
2025-12-07 12:51:57,Atropello,1,6.206488,-75.647637,El Poblado,0,DatosAbiertos
2026-05-18 18:47:17,Choque,1,6.270204,-75.611357,Laureles,0,Observatorio
2025-07-16 23:21:42,Atropello,1,6.274772,-75.582054,Laureles,0,Medata
2026-01-25 15:33:29,Choque,2,6.167025,-75.545863,El Poblado,2,DatosAbiertos
2025-09-10 20:07:30,Atropello,1,6.169872,-75.63044,Centro,0,Observatorio
2025-09-07 08:51:40,Atropello,2,6.127277,-75.54113,Belen,3,Medata
2026-02-25 17:37:53,Caída,1,6.257356,-75.622959,Robledo,0,Medata
2025-12-02 16:11:27,Caída,1,6.138409,-75.624532,Comuna 5,0,DatosAbiertos
2025-11-06 21:21:42,Caída,1,6.187136,-75.593231,Comuna 1,0,DatosAbiertos
2025-08-25 08:40:54,Caída,1,6.151924,-75.585198,Belen,0,DatosAbiertos
2026-02-28 03:15:43,Volcamiento,1,6.221175,-75.620761,Centro,0,DatosAbiertos
2025-11-09 17:43:39,Caída,3,6.12559,-75.5936,Comuna 5,3,DatosAbiertos
2026-04-01 08:15:16,Volcamiento,1,6.28394,-75.58826,Laureles,0,Medata
2025-07-24 18:32:53,Choque,1,6.242897,-75.618079,Belen,0,Observatorio
2025-06-14 16:22:42,Atropello,2,6.260482,-75.577014,Belen,2,Medata
2026-03-11 23:11:32,Volcamiento,2,6.29129,-75.553054,Comuna 1,3,Observatorio
2026-05-26 04:19:40,Atropello,1,6.166719,-75.592684,Comuna 2,0,Medata
2025-09-17 14:06:40,Volcamiento,1,6.128258,-75.546837,Comuna 4,0,DatosAbiertos
2026-01-06 09:38:54,Choque,2,6.29696,-75.578799,Centro,2,Medata
2025-12-10 03:47:39,Choque,1,6.313007,-75.538665,Comuna 2,0,Medata
2026-02-25 20:00:02,Volcamiento,1,6.226897,-75.630633,Comuna 1,0,Observatorio
2026-01-22 19:59:45,Choque,1,6.153495,-75.571937,Comuna 2,0,Medata
2026-01-03 07:19:01,Caída,1,6.286264,-75.549226,Comuna 5,0,DatosAbiertos
2026-05-15 01:27:33,Atropello,1,6.158457,-75.537424,Comuna 1,0,Observatorio
2025-12-09 08:27:05,Volcamiento,1,6.328542,-75.640096,Robledo,0,DatosAbiertos
2025-07-11 13:16:49,Choque,1,6.184235,-75.611195,Centro,0,Observatorio
2025-07-11 16:42:49,Volcamiento,1,6.164454,-75.549623,Centro,0,Medata
2025-09-08 11:12:05,Atropello,1,6.135171,-75.568695,Comuna 4,0,DatosAbiertos
2026-01-28 01:32:09,Atropello,1,6.216473,-75.640922,Comuna 3,0,Observatorio
2025-08-14 23:22:41,Volcamiento,1,6.140653,-75.590784,Centro,0,Observatorio
2026-01-07 17:02:40,Choque,1,6.328129,-75.648187,El Poblado,0,Medata
2025-06-12 01:29:28,Caída,1,6.179126,-75.615813,Comuna 2,0,DatosAbiertos
2025-09-10 03:14:02,Volcamiento,1,6.317134,-75.594306,Belen,0,Medata
2026-03-25 13:45:53,Volcamiento,2,6.275108,-75.607463,Comuna 5,3,Medata
2025-09-02 11:20:20,Atropello,1,6.228284,-75.564466,Comuna 4,0,Medata
2026-05-14 11:25:34,Choque,1,6.287433,-75.5837,El Poblado,0,Medata
2025-10-04 10:50:34,Choque,1,6.285673,-75.609254,Comuna 4,0,Medata
2025-08-27 06:55:09,Choque,1,6.239205,-75.612281,Comuna 4,0,DatosAbiertos
2026-02-03 05:22:38,Atropello,1,6.193012,-75.551452,Centro,0,DatosAbiertos
2026-01-23 23:24:35,Volcamiento,1,6.315138,-75.573269,Laureles,0,DatosAbiertos
2025-06-18 07:48:44,Choque,1,6.222925,-75.532326,Laureles,0,Observatorio
2025-10-23 17:28:27,Atropello,2,6.256394,-75.537335,Comuna 1,3,Medata
2025-06-17 23:40:31,Caída,2,6.166785,-75.590864,Comuna 2,2,Observatorio
2025-12-04 07:31:03,Caída,1,6.330391,-75.589296,El Poblado,0,Medata
2025-12-20 09:24:09,Caída,1,6.280805,-75.565174,Belen,0,Observatorio
2026-05-08 00:46:51,Volcamiento,1,6.269495,-75.616434,Comuna 1,0,Medata
2025-12-28 09:39:11,Choque,1,6.341475,-75.647825,Centro,0,DatosAbiertos
2026-05-03 18:57:34,Caída,1,6.20458,-75.569008,Comuna 2,0,Medata
2026-02-21 18:31:20,Choque,1,6.262638,-75.620724,Comuna 2,0,Observatorio
2025-07-20 23:49:41,Caída,2,6.187811,-75.594239,Belen,2,Medata
2026-03-22 12:48:16,Caída,1,6.282689,-75.625483,Comuna 5,0,DatosAbiertos
2026-05-18 12:01:59,Volcamiento,2,6.281864,-75.599271,Centro,1,Medata
2025-09-13 21:14:00,Atropello,1,6.15916,-75.574914,Comuna 5,0,Medata
2025-07-04 05:21:07,Volcamiento,1,6.333641,-75.595802,El Poblado,0,DatosAbiertos
2026-03-03 13:27:30,Choque,1,6.285504,-75.6084,Robledo,0,Observatorio
2025-06-01 05:04:56,Volcamiento,2,6.140235,-75.609215,El Poblado,2,Observatorio
2025-07-09 23:08:04,Atropello,1,6.226605,-75.648076,Robledo,0,DatosAbiertos
2025-07-09 07:25:27,Caída,1,6.32798,-75.534812,Comuna 3,0,Medata
2025-09-04 01:57:41,Choque,2,6.338656,-75.56801,Belen,1,DatosAbiertos
2025-09-13 02:32:44,Caída,1,6.28875,-75.539459,Comuna 4,0,DatosAbiertos
2025-07-27 17:06:56,Volcamiento,1,6.266601,-75.648171,Laureles,0,Medata
2025-07-30 06:34:02,Caída,1,6.26184,-75.540728,El Poblado,0,DatosAbiertos
2025-12-14 03:17:02,Volcamiento,1,6.309268,-75.635296,Comuna 5,0,Medata
2026-02-02 11:58:08,Atropello,2,6.280545,-75.64212,Comuna 2,2,Medata
2026-04-21 06:26:38,Choque,2,6.266643,-75.554273,Comuna 3,2,Observatorio
2025-06-04 10:44:05,Atropello,1,6.177493,-75.614129,Comuna 3,0,DatosAbiertos
2025-09-22 05:53:23,Choque,1,6.244965,-75.563429,Comuna 5,0,DatosAbiertos
2025-11-13 16:31:37,Volcamiento,1,6.341939,-75.53882,El Poblado,0,DatosAbiertos
2025-10-03 22:27:32,Volcamiento,1,6.323879,-75.543144,Comuna 1,0,Observatorio
2025-11-23 09:33:44,Atropello,1,6.183001,-75.603722,Robledo,0,DatosAbiertos
2026-03-28 14:49:13,Atropello,1,6.284663,-75.626395,Comuna 1,0,DatosAbiertos
2026-01-06 22:41:27,Choque,1,6.200006,-75.606564,Comuna 5,0,DatosAbiertos
2026-04-16 02:08:39,Atropello,1,6.140577,-75.633307,Comuna 3,0,Observatorio
2025-06-26 11:54:56,Atropello,1,6.215454,-75.59658,Comuna 4,0,Medata
2026-02-04 05:34:02,Atropello,1,6.150163,-75.569214,Comuna 2,0,Observatorio
2026-01-19 06:46:49,Volcamiento,1,6.274216,-75.626794,Comuna 5,0,DatosAbiertos
2025-06-09 06:38:24,Choque,1,6.199521,-75.577729,Laureles,0,Observatorio
2025-09-30 02:21:30,Atropello,1,6.312416,-75.590935,Belen,0,DatosAbiertos
2026-05-18 16:37:35,Caída,1,6.156693,-75.568974,Laureles,0,Medata
2025-11-11 15:11:27,Caída,2,6.166607,-75.631309,Belen,1,Observatorio
2025-11-14 21:00:22,Choque,1,6.232735,-75.585117,Comuna 1,0,Medata
2026-01-25 23:11:24,Caída,1,6.249938,-75.541202,Centro,0,DatosAbiertos
2026-02-24 16:56:32,Caída,2,6.220805,-75.584845,Belen,3,Observatorio
2025-11-14 05:46:19,Caída,2,6.310454,-75.550567,Centro,3,Observatorio
2026-05-29 04:30:33,Atropello,1,6.221908,-75.575874,Robledo,0,Medata
2025-09-03 08:48:55,Atropello,2,6.284849,-75.560966,Comuna 3,3,Observatorio
2025-11-11 13:29:45,Caída,2,6.2309,-75.646645,Centro,3,DatosAbiertos
2026-01-13 17:50:39,Atropello,2,6.123872,-75.612609,Comuna 3,1,Medata
2025-08-06 07:47:28,Choque,2,6.135523,-75.563716,Comuna 3,1,Medata
2026-03-23 15:21:35,Caída,1,6.147094,-75.642168,Robledo,0,Medata
2026-01-20 18:04:13,Volcamiento,2,6.309089,-75.638454,Comuna 1,3,DatosAbiertos
2025-10-22 09:44:05,Caída,1,6.125326,-75.64299,Belen,0,Observatorio
2025-08-21 08:28:47,Choque,1,6.285786,-75.601849,Comuna 2,0,DatosAbiertos
2025-12-20 11:02:08,Atropello,1,6.208195,-75.54034,Comuna 4,0,Observatorio
2025-10-11 19:59:18,Volcamiento,1,6.18138,-75.539172,Comuna 1,0,Medata
2025-08-04 09:05:50,Volcamiento,1,6.210982,-75.611061,Comuna 5,0,Medata
2026-05-22 10:01:33,Volcamiento,1,6.330541,-75.598723,Belen,0,DatosAbiertos
2026-05-17 13:04:26,Choque,2,6.266961,-75.608001,Comuna 1,2,Medata
2026-04-30 06:44:14,Atropello,2,6.181665,-75.601107,Comuna 1,2,Medata
2025-08-06 00:07:02,Caída,1,6.305078,-75.625323,Robledo,0,DatosAbiertos
2025-06-14 15:35:18,Caída,3,6.136933,-75.53309,Comuna 5,1,DatosAbiertos
2026-03-09 17:23:12,Volcamiento,1,6.151992,-75.56164,Comuna 3,0,Observatorio
2025-06-23 05:37:39,Caída,2,6.203008,-75.552435,El Poblado,2,Medata
2026-03-30 01:12:25,Volcamiento,1,6.187092,-75.580791,Comuna 4,0,DatosAbiertos
2026-04-21 06:50:51,Caída,1,6.287037,-75.647825,El Poblado,0,DatosAbiertos
2026-01-15 22:46:44,Caída,1,6.186234,-75.564672,Comuna 1,0,Observatorio
2026-01-02 21:48:52,Atropello,1,6.242193,-75.580612,Comuna 4,0,Observatorio
2025-11-02 14:25:58,Choque,2,6.258841,-75.640258,Comuna 1,3,Observatorio
2026-05-15 05:59:39,Volcamiento,2,6.192988,-75.544267,Robledo,1,Medata
2025-06-23 16:05:50,Choque,2,6.229007,-75.614758,Comuna 2,1,Observatorio
2025-07-19 15:37:27,Choque,1,6.181349,-75.639245,Belen,0,Medata
2026-05-14 14:20:34,Volcamiento,1,6.2729,-75.620444,Comuna 3,0,DatosAbiertos
2025-07-23 14:51:51,Volcamiento,2,6.157178,-75.606497,Comuna 4,1,DatosAbiertos
2025-10-25 23:14:15,Atropello,1,6.315101,-75.554521,Comuna 1,0,Observatorio
2026-02-15 15:28:42,Caída,1,6.349548,-75.565442,Comuna 5,0,Medata
2025-08-19 07:04:41,Atropello,1,6.283411,-75.564714,Comuna 5,0,Medata
2025-06-01 02:33:09,Atropello,1,6.305604,-75.605422,Belen,0,Medata
2026-01-03 01:04:18,Volcamiento,1,6.302223,-75.579972,Comuna 2,0,Medata
2026-01-02 05:31:49,Caída,1,6.327323,-75.549812,Comuna 4,0,Medata
2026-04-18 12:26:18,Caída,1,6.243907,-75.583166,El Poblado,0,Medata
2026-05-06 06:13:46,Volcamiento,1,6.193687,-75.547575,Comuna 3,0,Medata
2025-09-18 14:04:44,Caída,1,6.125935,-75.532983,Comuna 2,0,Medata
2025-09-21 05:06:10,Volcamiento,1,6.219085,-75.627895,Centro,0,Observatorio
2026-04-18 07:57:54,Choque,1,6.212679,-75.559484,Laureles,0,DatosAbiertos
2026-05-07 07:43:52,Caída,1,6.160573,-75.562927,Comuna 3,0,DatosAbiertos
2025-07-31 14:50:24,Volcamiento,1,6.298634,-75.588388,Centro,0,DatosAbiertos
2026-03-05 19:28:50,Volcamiento,2,6.329212,-75.593835,Belen,3,Medata
2026-03-25 18:30:22,Caída,1,6.12644,-75.543747,Comuna 4,0,DatosAbiertos
2025-12-24 19:54:06,Choque,2,6.141668,-75.56213,Robledo,1,Observatorio
2025-12-20 08:48:18,Choque,1,6.121601,-75.579285,Comuna 4,0,Observatorio
2026-05-29 06:27:14,Volcamiento,1,6.338022,-75.649907,Robledo,0,Medata
2026-03-14 23:21:33,Atropello,2,6.234562,-75.578146,Comuna 2,2,Observatorio
2025-06-27 01:40:31,Caída,1,6.216375,-75.581079,Comuna 4,0,DatosAbiertos
2026-02-01 12:28:58,Atropello,2,6.288144,-75.609664,Comuna 4,1,Medata
2025-08-20 12:40:27,Volcamiento,1,6.171146,-75.557576,Comuna 4,0,DatosAbiertos
2025-05-31 20:18:57,Caída,1,6.217989,-75.599659,Belen,0,DatosAbiertos
2025-06-18 16:19:38,Atropello,1,6.167003,-75.609778,Laureles,0,Observatorio
2026-04-13 19:06:48,Caída,2,6.326678,-75.631347,El Poblado,1,Medata
2025-06-17 15:18:57,Volcamiento,1,6.295247,-75.591516,Robledo,0,Observatorio
2025-11-14 08:20:14,Caída,1,6.132489,-75.563792,Comuna 2,0,Medata
2025-08-10 20:51:59,Caída,2,6.129264,-75.54245,Comuna 4,2,Medata
2026-01-17 16:19:38,Volcamiento,1,6.198061,-75.577528,Belen,0,Medata
2025-12-22 18:23:45,Caída,2,6.329064,-75.641077,Comuna 5,3,DatosAbiertos
2026-03-20 21:54:54,Caída,1,6.246435,-75.618726,Comuna 5,0,Medata
2026-05-24 19:41:07,Atropello,1,6.132302,-75.611626,Comuna 4,0,Observatorio
2025-07-19 17:05:45,Choque,1,6.320044,-75.607903,El Poblado,0,DatosAbiertos
2025-05-30 02:11:47,Caída,1,6.163096,-75.532276,Comuna 2,0,Medata
2026-02-07 17:24:34,Volcamiento,2,6.269641,-75.63235,Comuna 3,1,DatosAbiertos
2025-12-17 23:53:15,Atropello,1,6.314044,-75.632565,Comuna 3,0,DatosAbiertos
2025-11-29 21:55:51,Volcamiento,3,6.318961,-75.561626,Belen,2,Medata
2026-05-22 00:13:20,Caída,1,6.331107,-75.598316,El Poblado,0,Observatorio
2026-05-18 09:36:00,Atropello,1,6.122096,-75.601597,Comuna 5,0,DatosAbiertos
2025-12-09 11:43:28,Choque,2,6.228525,-75.551196,Comuna 2,2,Medata
2026-02-27 11:13:05,Caída,1,6.214578,-75.584491,Robledo,0,DatosAbiertos
2025-12-11 05:49:04,Choque,1,6.180617,-75.599945,Comuna 4,0,Observatorio
2025-08-22 04:59:16,Caída,2,6.171581,-75.548706,Comuna 3,1,Medata
2026-03-28 17:55:36,Caída,1,6.130476,-75.635105,Comuna 2,0,Observatorio
2025-09-09 22:21:02,Atropello,1,6.301699,-75.627446,Centro,0,Observatorio
2025-07-06 07:04:44,Volcamiento,1,6.262553,-75.545745,Comuna 4,0,DatosAbiertos
2025-10-11 02:49:11,Volcamiento,1,6.209682,-75.557199,Comuna 5,0,Medata
2026-04-17 16:02:52,Caída,1,6.300831,-75.535412,Comuna 2,0,Observatorio
2025-08-25 23:35:49,Choque,1,6.214078,-75.63572,Comuna 5,0,Medata
2025-07-15 07:29:14,Caída,1,6.342627,-75.599016,Comuna 1,0,DatosAbiertos
2026-02-03 00:56:35,Volcamiento,3,6.323388,-75.60267,Comuna 1,2,Observatorio
2025-07-28 04:26:27,Caída,1,6.231183,-75.62302,Comuna 4,0,DatosAbiertos
2026-02-17 15:21:56,Caída,2,6.309111,-75.576236,Robledo,3,Medata
2026-02-12 06:06:52,Volcamiento,1,6.244924,-75.540523,Laureles,0,Medata
2025-06-29 10:39:15,Caída,1,6.202783,-75.635359,Laureles,0,Medata
2025-07-03 07:40:18,Volcamiento,2,6.158491,-75.636105,Belen,2,Medata
2025-10-24 12:35:01,Atropello,1,6.155399,-75.643326,Comuna 3,0,DatosAbiertos
2025-12-13 18:39:37,Volcamiento,1,6.281413,-75.619454,Comuna 3,0,DatosAbiertos
2025-06-24 21:20:31,Volcamiento,1,6.328562,-75.551033,Comuna 2,0,Observatorio
2025-09-24 10:08:47,Caída,1,6.171126,-75.536337,Comuna 2,0,Medata
2025-10-12 07:21:23,Volcamiento,3,6.131443,-75.578792,Comuna 5,1,Observatorio
2025-12-15 21:18:42,Atropello,1,6.240701,-75.608332,Centro,0,Medata
